DEPARTMENT OF SANITATION,70112,$60K,Above 50K
POLICE DEPARTMENT,70265,$140K,Above 50K
DEPARTMENT FOR THE AGING,9749,$00K,Below 50K
CUNY MANHATTAN COMMUNITY C,10102,$00K,Below 50K
POLICE DEPARTMENT,71651,$20K,Below 50K
DISTRICT ATTORNEY-QUEENS C,56057,$30K,Below 50K
DEPARTMENT OF BUILDINGS,31622,$50K,Below 50K
DEPARTMENT OF BUILDINGS,21210,$70K,Above 50K
OFFICE OF THE MAYOR,13361,$190K,Above 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
DEPARTMENT OF SANITATION,91719,$00K,Below 50K
CITY COUNCIL,94074,$00K,Below 50K
FINANCIAL INFORMATION SERV,10050,$100K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,253,$50K,Below 50K
DEPARTMENT OF TRANSPORTATI,10251,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
DEPARTMENT OF BUILDINGS,10015,$90K,Above 50K
N.Y.C. HOUSING AUTHORITY,90711,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,10102,$00K,Below 50K
DEPARTMENT OF EDUCATION,50910,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$30K,Below 50K
DEPARTMENT OF CITY PLANNIN,10053,$80K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF YOUTH AND CO,40561,$50K,Below 50K
DEPARTMENT OF FINANCE,1002,$80K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
CUNY BRONX COMMUNITY COLLE,10102,$00K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,60421,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00T01,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,573,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,270,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$50K,Below 50K
DEPARTMENT OF PARKS & RECR,81303,$50K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,387,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
DEPARTMENT OF EDUCATION,56073,$50K,Below 50K
OFFICE OF LABOR RELATIONS,10124,$40K,Below 50K
LAW DEPARTMENT,30080,$40K,Below 50K
CUNY MANHATTAN COMMUNITY C,10102,$00K,Below 50K
DEPARTMENT OF ENVIRONMENTA,30080,$40K,Below 50K
DEPARTMENT OF DESIGN AND C,83008,$90K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,265,$20K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT FOR THE AGING,51454,$50K,Below 50K
DEPARTMENT OF EDUCATION,54504,$20K,Below 50K
DEPARTMENT OF DESIGN AND C,34202,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10096,$80K,Above 50K
ADMINISTRATION FOR CHILDRE,52369,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,324,$90K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4689,$00K,Below 50K
CUNY HUNTER COLLEGE HIGH S,4140,$70K,Above 50K
DEPARTMENT OF TRANSPORTATI,10252,$30K,Below 50K
DEPARTMENT OF HEALTH AND M,31220,$60K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
CUNY LAGUARDIA COMMUNITY C,10102,$00K,Below 50K
DEPARTMENT OF FINANCE,82950,$110K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
FIRE DEPARTMENT,71010,$50K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4294,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,252,$40K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,441,$70K,Above 50K
ADMINISTRATION FOR CHILDRE,52369,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF EDUCATION,10251,$40K,Below 50K
ADMINISTRATION FOR CHILDRE,52369,$70K,Above 50K
DEPARTMENT OF EDUCATION,51222,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,255,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00T25,$70K,Above 50K
FINANCIAL INFORMATION SERV,10050,$120K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,912,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,728,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,587,$80K,Above 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
OFFICE OF THE COMPTROLLER,40510,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,652,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,606,$70K,Above 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
FIRE DEPARTMENT,10124,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,80609,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,507,$90K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,90807,$80K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10248,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,974,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00M01,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,56057,$30K,Below 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
DEPARTMENT OF EDUCATION,54503,$30K,Below 50K
DEPARTMENT OF TRANSPORTATI,90642,$40K,Below 50K
DEPARTMENT OF TRANSPORTATI,20310,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,10069,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,269,$100K,Above 50K
DEPARTMENT OF EDUCATION,50910,$60K,Above 50K
DISTRICT ATTORNEY-BRONX CO,10251,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
TAXI AND LIMOUSINE COMMISS,35143,$40K,Below 50K
CUNY BRONX COMMUNITY COLLE,10101,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,90710,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,552,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,878,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,552,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
DEPARTMENT OF HOMELESS SER,70817,$40K,Below 50K
DEPARTMENT OF EDUCATION,54503,$30K,Below 50K
DEPARTMENT OF TRANSPORTATI,22427,$90K,Above 50K
DEPARTMENT OF CITYWIDE ADM,82991,$100K,Above 50K
DEPARTMENT OF HEALTH AND M,21744,$80K,Above 50K
DEPARTMENT OF INFORMATION,10260,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,583,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,405,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,255,$70K,Above 50K
DISTRICT ATTORNEY-NEW YORK,10026,$110K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,651,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,10250,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,392,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,819,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,575,$80K,Above 50K
N.Y.C. HOUSING AUTHORITY,80201,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF EDUCATION,51222,$60K,Above 50K
DEPARTMENT OF EDUCATION,6786,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
POLICE DEPARTMENT,71012,$30K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
DEPARTMENT OF EDUCATION,56057,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,100,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,637,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,652,$70K,Above 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,606,$70K,Above 50K
POLICE DEPARTMENT,13632,$80K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
FIRE DEPARTMENT,31662,$50K,Below 50K
OFFICE OF LABOR RELATIONS,11704,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
NYC POLICE PENSION FUND,30080,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,575,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,91769,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,441,$70K,Above 50K
POLICE DEPARTMENT,30087,$70K,Above 50K
OFFICE OF ADMINISTRATIVE T,95005,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00T01,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90711,$00K,Below 50K
CUNY QUEENSBOROUGH COMMUNI,4689,$00K,Below 50K
LAW DEPARTMENT,10251,$30K,Below 50K
DEPARTMENT OF PROBATION,10251,$30K,Below 50K
DEPARTMENT OF TRANSPORTATI,90910,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,214,$110K,Above 50K
N.Y.C. TRANSIT AUTHORITY,568,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF EDUCATION,50910,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$40K,Below 50K
POLICE DEPARTMENT,71012,$40K,Below 50K
DEPARTMENT OF HEALTH AND M,21849,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,592,$90K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52316,$50K,Below 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
DEPARTMENT OF TRANSPORTATI,10077,$100K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
DEPARTMENT OF HEALTH AND M,12652,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,606,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,575,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,637,$80K,Above 50K
DEPARTMENT OF CORRECTION,70410,$50K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
ADMINISTRATION FOR CHILDRE,30086,$50K,Below 50K
DEPARTMENT OF TRANSPORTATI,10050,$120K,Above 50K
N.Y.C. TRANSIT AUTHORITY,270,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00T26,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,575,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,821,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
DEPARTMENT OF HEALTH AND M,90505,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DISTRICT ATTORNEY-QUEENS C,30114,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,49,$70K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,10101,$00K,Below 50K
ADMINISTRATION FOR CHILDRE,52408,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,884,$60K,Above 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF SANITATION,92511,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4841,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,71205,$00K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,83008,$90K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,389,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,290,$70K,Above 50K
FINANCIAL INFORMATION SERV,10050,$120K,Above 50K
POLICE DEPARTMENT,7026E,$160K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4075,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,499,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00T01,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,818,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF SANITATION,34202,$60K,Above 50K
DEPARTMENT OF PARKS & RECR,34202,$80K,Above 50K
FIRE DEPARTMENT,53054,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,791,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,265,$20K,Below 50K
FINANCIAL INFORMATION SERV,13632,$100K,Above 50K
CUNY QUEENSBOROUGH COMMUNI,10102,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
POLICE DEPARTMENT,92510,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,212,$70K,Above 50K
CUNY HOSTOS COMMUNITY COLL,4888,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,734,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,51022,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
CUNY MANHATTAN COMMUNITY C,4097,$90K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12176,$60K,Above 50K
TAXI AND LIMOUSINE COMMISS,31105,$30K,Below 50K
DISTRICT ATTORNEY-BRONX CO,30114,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,31220,$60K,Above 50K
DEPARTMENT OF EDUCATION,56057,$40K,Below 50K
DEPARTMENT OF PROBATION,10050,$110K,Above 50K
DISTRICT ATTORNEY - SPECIA,30114,$170K,Above 50K
N.Y.C. TRANSIT AUTHORITY,878,$70K,Above 50K
DEPARTMENT OF ENVIRONMENTA,20246,$60K,Above 50K
DEPARTMENT OF FINANCE,10005,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,821,$70K,Above 50K
FIRE DEPARTMENT,70310,$30K,Below 50K
POLICE DEPARTMENT,7023A,$110K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,10025,$140K,Above 50K
POLICE DEPARTMENT,71012,$40K,Below 50K
DEPARTMENT OF EDUCATION,10124,$40K,Below 50K
FIRE DEPARTMENT,31662,$50K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,90645,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,298,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,882,$30K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
DISTRICT ATTORNEY-BRONX CO,30114,$60K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,10124,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,10102,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4625,$00K,Below 50K
DEPARTMENT OF ENVIRONMENTA,56056,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
POLICE DEPARTMENT,71013,$60K,Above 50K
POLICE DEPARTMENT,70235,$80K,Above 50K
DEPARTMENT OF PROBATION,51860,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,819,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
CUNY HUNTER COLLEGE HIGH S,4135,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,80205,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
CIVILIAN COMPLAINT REVIEW,31165,$30K,Below 50K
FIRE DEPARTMENT,53055,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,22426,$50K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4625,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
FIRE DEPARTMENT,31662,$60K,Above 50K
POLICE DEPARTMENT,70210,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,242,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
DEPARTMENT OF PARKS & RECR,10033,$100K,Above 50K
POLICE DEPARTMENT,7023B,$110K,Above 50K
DEPARTMENT OF HEALTH AND M,31215,$50K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF TRANSPORTATI,40510,$40K,Below 50K
DEPARTMENT OF INFORMATION,1002,$110K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00T07,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,219,$50K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,10102,$00K,Below 50K
BOARD OF ELECTIONS,94210,$30K,Below 50K
DEPARTMENT OF FINANCE,10124,$40K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
LAW DEPARTMENT,10251,$40K,Below 50K
TEACHERS' RETIREMENT SYSTE,40493,$50K,Below 50K
FIRE DEPARTMENT,53053,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52316,$50K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4099,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
DISTRICT ATTORNEY-BRONX CO,10251,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
CUNY MANHATTAN COMMUNITY C,4841,$00K,Below 50K
DEPARTMENT OF BUILDINGS,10251,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52316,$50K,Below 50K
DISTRICT ATTORNEY-BRONX CO,56056,$30K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,56056,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,80609,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
CUNY QUEENSBOROUGH COMMUNI,10102,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
DEPARTMENT OF SANITATION,10209,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,265,$20K,Below 50K
CUNY MANHATTAN COMMUNITY C,4861,$20K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
DISTRICT ATTORNEY-NEW YORK,30114,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,91830,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52316,$50K,Below 50K
DEPARTMENT OF EDUCATION,6745,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,91722,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
DEPARTMENT OF CONSUMER AFF,56057,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,92508,$40K,Below 50K
DISTRICT ATTORNEY-NEW YORK,30114,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$40K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF CONSUMER AFF,56057,$50K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
POLICE DEPARTMENT,70210,$50K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4099,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
TAXI AND LIMOUSINE COMMISS,56056,$30K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF PROBATION,10029,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,592,$90K,Above 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,387,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00T06,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
DEPARTMENT OF EDUCATION,10031,$110K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4097,$100K,Above 50K
DEPARTMENT OF ENVIRONMENTA,10251,$30K,Below 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90739,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$40K,Below 50K
POLICE DEPARTMENT,71012,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF EDUCATION,54512,$30K,Below 50K
CUNY BRONX COMMUNITY COLLE,4625,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$40K,Below 50K
DEPARTMENT OF CITY PLANNIN,22305,$50K,Below 50K
DISTRICT ATTORNEY-KINGS CO,30114,$120K,Above 50K
DEPARTMENT OF HEALTH AND M,1002C,$50K,Below 50K
DEPARTMENT OF FINANCE,10251,$40K,Below 50K
DEPARTMENT OF HEALTH AND M,92122,$00K,Below 50K
FIRE DEPARTMENT,53054,$50K,Below 50K
DISTRICT ATTORNEY-NEW YORK,56057,$40K,Below 50K
DEPARTMENT OF TRANSPORTATI,10251,$30K,Below 50K
